onset_latency,rise_time,peak_amplitude,recovery_time,dwell_time,switching_rate,mean_synchrony,synchrony_entropy,onset_defined,rise_defined,recovery_defined,_notes,_params,first_peak_time,baseline_fraction,inter_peak_cv,morphology_label,ground_truth_morphology,replication
67.0,12.0,1.0,32.0,9.7,4.0,0.49492310701395636,2.5361178429002442,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",55.0,1.0,1.2784148807586067,oscillatory,single_peak,11
65.0,17.0,1.0,32.0,9.3,4.0,0.4960159948957633,2.5352403271583013,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",84.0,0.7619047619047619,0.5016977977548923,oscillatory,single_peak,12
64.0,15.0,1.0,35.0,7.428571428571429,5.6,0.49614632852323126,2.586948137252021,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",69.0,0.8695652173913043,1.3249687442386628,oscillatory,single_peak,13
65.0,18.0,1.0,33.0,9.7,4.0,0.4966862267550817,2.510260062066329,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",86.0,0.7325581395348837,0.7487603707106366,oscillatory,single_peak,14
67.0,14.0,1.0,30.0,9.7,4.0,0.49643487739963066,2.5410672928325773,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",79.0,0.7848101265822784,1.5093829582317904,oscillatory,single_peak,15
69.0,14.0,1.0,34.0,10.666666666666666,3.6,0.4962379973043004,2.6137471394198766,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",84.0,0.7857142857142857,1.654175412795238,oscillatory,single_peak,16
71.0,12.0,1.0,33.0,7.583333333333333,4.8,0.49621134232087855,2.4685959161954742,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",83.0,0.8072289156626506,1.1656823868435369,oscillatory,single_peak,17
64.0,16.0,1.0,30.0,11.875,3.2,0.49604605802606055,2.5695943368372047,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",86.0,0.7441860465116279,1.123617882901659,oscillatory,single_peak,18
68.0,6.0,1.0,30.0,11.375,3.2,0.49641631282376997,2.4697398447052197,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",81.0,0.8024691358024691,2.0455209035705586,oscillatory,single_peak,19
69.0,15.0,1.0,29.0,8.454545454545455,4.4,0.49602133905841406,2.432904750677674,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",85.0,0.7647058823529411,1.029374658890363,oscillatory,single_peak,20
64.0,8.0,1.0,33.0,9.9,4.0,0.49598134944755184,2.553468311489828,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",81.0,0.7777777777777778,1.8038152946978752,oscillatory,single_peak,21
67.0,12.0,1.0,25.0,13.571428571428571,2.8,0.4970174727162235,2.442597322584051,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",58.0,0.9827586206896551,0.9100877191344322,oscillatory,single_peak,22
69.0,13.0,1.0,31.0,8.545454545454545,4.4,0.49657372996106364,2.4676251613125273,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",71.0,0.9295774647887324,0.6608888349478054,oscillatory,single_peak,23
65.0,16.0,1.0,35.0,7.461538461538462,5.2,0.4955711466039595,2.5279762769088876,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",81.0,0.7901234567901234,0.9531819908341327,oscillatory,single_peak,24
66.0,15.0,1.0,36.0,11.5,3.2,0.4951409329487044,2.5287249119260387,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",83.0,0.7951807228915663,1.3085399903846697,oscillatory,single_peak,25
65.0,15.0,1.0,30.0,13.714285714285714,2.8,0.4958887082141057,2.526054500530775,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",84.0,0.7738095238095238,1.1255716501577375,oscillatory,single_peak,26
68.0,7.0,1.0,27.0,10.333333333333334,3.6,0.495358676701828,2.5061794008711735,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",78.0,0.8333333333333334,1.4276028651368584,oscillatory,single_peak,27
66.0,13.0,1.0,31.0,9.181818181818182,4.4,0.49640458696111145,2.547649062454931,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",90.0,0.7222222222222222,1.0510068432771429,oscillatory,single_peak,28
67.0,13.0,1.0,29.0,9.0,4.4,0.49636315937372977,2.5118488857667303,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",85.0,0.7647058823529411,0.970388011344938,oscillatory,single_peak,29
69.0,11.0,1.0,33.0,10.666666666666666,3.6,0.4957349705235187,2.576294027647148,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",83.0,0.7951807228915663,1.242604113883977,oscillatory,single_peak,30
66.0,18.0,1.0,35.0,11.625,3.2,0.49524386556509975,2.55189736742024,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",82.0,0.7926829268292683,1.3167797085696347,oscillatory,single_peak,31
69.0,14.0,1.0,33.0,13.714285714285714,2.8,0.4962951900416228,2.5004746991514204,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",82.0,0.8048780487804879,1.0861368268870335,oscillatory,single_peak,32
69.0,15.0,1.0,31.0,11.625,3.2,0.49614682518863806,2.5258983050321517,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",46.0,1.0,1.4733111449558052,oscillatory,single_peak,33
69.0,14.0,1.0,31.0,8.545454545454545,4.4,0.4956277443051522,2.600605365024084,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",85.0,0.7529411764705882,0.8660254037844387,oscillatory,single_peak,34
68.0,10.0,1.0,37.0,11.875,3.2,0.4956442585492903,2.6049403442061103,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",84.0,0.7738095238095238,1.0797288840777395,oscillatory,single_peak,35
68.0,15.0,1.0,32.0,9.8,4.0,0.495845507413159,2.4742207442350685,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",85.0,0.788235294117647,1.485199742466456,oscillatory,single_peak,36
64.0,17.0,1.0,30.0,7.538461538461538,5.2,0.496540656143855,2.475690925288107,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",81.0,0.7654320987654321,0.8377314257985161,oscillatory,single_peak,37
70.0,14.0,1.0,35.0,11.5,3.2,0.4959093734819001,2.5817711138364015,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",80.0,0.85,1.8677668015672504,oscillatory,single_peak,38
66.0,9.0,1.0,31.0,7.230769230769231,5.2,0.4968115417862186,2.54548998664695,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",82.0,0.7682926829268293,0.9878480572402063,oscillatory,single_peak,39
71.0,10.0,1.0,31.0,8.090909090909092,4.4,0.49520108272948316,2.4950977596808297,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",84.0,0.7976190476190477,1.255775312460086,oscillatory,single_peak,40
68.0,18.0,1.0,27.0,11.625,3.2,0.49600686312386594,2.5010897774806953,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",83.0,0.7951807228915663,1.174992240147579,oscillatory,single_peak,41
64.0,9.0,1.0,35.0,10.333333333333334,3.6,0.4962595143078722,2.539401740661593,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",84.0,0.7619047619047619,1.2978233537191186,oscillatory,single_peak,42
67.0,15.0,1.0,36.0,8.636363636363637,4.4,0.49534930550404094,2.51431335161297,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",84.0,0.7619047619047619,1.4480777848850037,oscillatory,single_peak,43
67.0,18.0,1.0,29.0,16.166666666666668,2.4,0.49673549710779163,2.560544793422956,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",83.0,0.7710843373493976,1.592926541302641,oscillatory,single_peak,44
67.0,17.0,1.0,37.0,7.153846153846154,5.2,0.4953203566614789,2.5546681850633544,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",86.0,0.7558139534883721,1.193272860206778,oscillatory,single_peak,45
63.0,13.0,1.0,29.0,16.166666666666668,2.4,0.49553437180815413,2.5304544106221414,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",84.0,0.7380952380952381,0.9823978834816561,oscillatory,single_peak,46
68.0,17.0,1.0,35.0,8.636363636363637,4.4,0.4959371828491601,2.536528903174405,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",83.0,0.7710843373493976,1.219047610760165,oscillatory,single_peak,47
65.0,11.0,1.0,38.0,10.88888888888889,3.6,0.49468608495117866,2.5411377106034565,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",85.0,0.7647058823529411,1.1384217543932853,oscillatory,single_peak,48
67.0,12.0,1.0,37.0,9.7,4.0,0.4957618748203878,2.477788669725219,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",84.0,0.7738095238095238,1.4087922147372867,oscillatory,single_peak,49
71.0,16.0,1.0,36.0,10.333333333333334,3.6,0.4963594304822679,2.581986202326933,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",72.0,0.9305555555555556,0.8899809636742123,oscillatory,single_peak,50
69.0,13.0,1.0,30.0,10.666666666666666,3.6,0.49581681502261093,2.5688977406558324,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",87.0,0.7471264367816092,0.9321387950024723,oscillatory,single_peak,51
68.0,11.0,1.0,34.0,11.25,3.2,0.49584754145186866,2.562708992740111,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",83.0,0.7951807228915663,1.0768220374688584,oscillatory,single_peak,52
67.0,12.0,1.0,32.0,8.727272727272727,4.4,0.49659296553266313,2.5080499221953043,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",84.0,0.7619047619047619,1.5111169839761154,oscillatory,single_peak,53
66.0,16.0,1.0,31.0,11.625,3.2,0.4965129248823549,2.577848836672473,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",84.0,0.7619047619047619,0.4660033598199423,oscillatory,single_peak,54
70.0,14.0,1.0,29.0,11.5,3.2,0.49615216152240843,2.506192284594526,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",63.0,0.9841269841269841,1.0864452073958624,oscillatory,single_peak,55
66.0,15.0,1.0,28.0,11.5,3.2,0.49562558321405126,2.56410659938536,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",84.0,0.7738095238095238,1.8093631514570025,oscillatory,single_peak,56
72.0,11.0,1.0,31.0,7.461538461538462,5.2,0.49504851721458126,2.5416432717977395,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",83.0,0.7831325301204819,1.0287662112612923,oscillatory,single_peak,57
70.0,17.0,1.0,31.0,8.9,4.0,0.4957528274553701,2.5678413776614666,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",82.0,0.7804878048780488,0.9491573388955273,oscillatory,single_peak,58
65.0,12.0,1.0,33.0,10.666666666666666,3.6,0.4956057437582663,2.5611327769426118,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",85.0,0.7411764705882353,1.102963867871183,oscillatory,single_peak,59
68.0,12.0,1.0,34.0,7.583333333333333,4.8,0.49485032088047043,2.4809039727658884,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",61.0,0.9836065573770492,1.1651947113497516,oscillatory,single_peak,60
66.0,13.0,1.0,32.0,15.166666666666666,2.4,0.4962985528678568,2.5576356726417955,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",84.0,0.7619047619047619,0.6981456921068893,oscillatory,single_peak,61
69.0,15.0,1.0,32.0,11.5,3.2,0.49689284695862973,2.579639507311817,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",82.0,0.8048780487804879,1.2667368401614527,oscillatory,single_peak,62
64.0,22.0,1.0,33.0,9.6,4.0,0.4957243489685489,2.5890799400243907,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",78.0,0.8205128205128205,0.565685424949238,oscillatory,single_peak,63
67.0,11.0,1.0,25.0,11.75,3.2,0.4958599761406159,2.4929197964227408,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",82.0,0.7926829268292683,0.8930401229267501,oscillatory,single_peak,64
67.0,14.0,1.0,33.0,8.0,4.8,0.49589290857126384,2.6036331143476863,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",83.0,0.7590361445783133,1.449016540035802,oscillatory,single_peak,65
65.0,15.0,1.0,31.0,15.166666666666666,2.4,0.4956014354554918,2.5115536994009755,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",72.0,0.9027777777777778,1.3471792364109405,oscillatory,single_peak,66
68.0,13.0,1.0,35.0,8.333333333333334,4.8,0.49565075012848797,2.5493576460509964,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",86.0,0.7209302325581395,1.3909268811630109,oscillatory,single_peak,67
70.0,14.0,1.0,32.0,9.1,4.0,0.495448960501882,2.518576770618824,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",85.0,0.8,0.9200894596404988,oscillatory,single_peak,68
65.0,13.0,1.0,30.0,12.125,3.2,0.4950406526677375,2.5846918256899385,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",73.0,0.8904109589041096,1.2923872485191619,oscillatory,single_peak,69
67.0,16.0,1.0,27.0,8.818181818181818,4.4,0.4965107224667548,2.630671073733931,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",81.0,0.7777777777777778,1.2262618093152573,oscillatory,single_peak,70
66.0,18.0,1.0,25.0,9.090909090909092,4.4,0.4962427715101279,2.602317672938698,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",84.0,0.75,1.7882120428837167,oscillatory,single_peak,71
68.0,14.0,1.0,29.0,7.615384615384615,5.2,0.49379548635549403,2.5837166929817563,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",83.0,0.7831325301204819,1.1071367215649266,oscillatory,single_peak,72
71.0,17.0,1.0,32.0,7.538461538461538,5.2,0.494294438415673,2.520975964855394,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",64.0,0.96875,1.4048286018989777,oscillatory,single_peak,73
68.0,17.0,1.0,35.0,11.75,3.2,0.4956839675164275,2.5370892884193936,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",86.0,0.7674418604651163,0.9823024985636718,oscillatory,single_peak,74
70.0,13.0,1.0,37.0,8.9,4.0,0.49596838594552994,2.4459617936022755,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",65.0,0.9846153846153847,0.6337968489681036,oscillatory,single_peak,75
70.0,16.0,1.0,31.0,7.833333333333333,4.8,0.49592692087240287,2.5740392604273774,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",73.0,0.8904109589041096,1.2549584768560536,oscillatory,single_peak,76
64.0,12.0,1.0,36.0,18.4,2.0,0.4958805686028713,2.5934714435780513,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",50.0,1.0,1.5416673566580115,oscillatory,single_peak,77
68.0,16.0,1.0,31.0,9.6,4.0,0.49529848042718755,2.479952998726521,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",87.0,0.7471264367816092,1.4928747243907323,oscillatory,single_peak,78
65.0,20.0,1.0,30.0,10.0,3.6,0.4959428653615881,2.5266250385847817,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",86.0,0.7558139534883721,0.7920895895286728,oscillatory,single_peak,79
69.0,13.0,1.0,33.0,8.545454545454545,4.4,0.4946163811376446,2.5541188471320355,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",81.0,0.8395061728395061,1.4346635010655509,oscillatory,single_peak,80
71.0,12.0,1.0,36.0,8.166666666666666,4.8,0.49520197752828304,2.534111925264039,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",79.0,0.810126582278481,2.0072318231426918,oscillatory,single_peak,81
65.0,16.0,1.0,26.0,9.4,4.0,0.49601786583613666,2.500716666613582,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",83.0,0.7831325301204819,0.9590540029106112,oscillatory,single_peak,82
71.0,15.0,1.0,37.0,9.8,4.0,0.49508094684315257,2.600156762574353,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",86.0,0.7441860465116279,1.218016425932274,oscillatory,single_peak,83
64.0,17.0,1.0,33.0,16.666666666666668,2.4,0.4951707907004993,2.6098337596637444,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",73.0,0.863013698630137,0.8408295480788572,oscillatory,single_peak,84
71.0,10.0,1.0,30.0,8.363636363636363,4.4,0.4973831543367954,2.5317099161110503,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",83.0,0.7831325301204819,0.7269069585157109,oscillatory,single_peak,85
68.0,15.0,1.0,33.0,7.916666666666667,4.8,0.49515160123861807,2.526435921303351,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",83.0,0.7951807228915663,0.938710602858411,oscillatory,single_peak,86
70.0,14.0,1.0,32.0,13.0,2.8,0.49487458938594436,2.47787715820665,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",86.0,0.7674418604651163,1.09932015404858,oscillatory,single_peak,87
68.0,17.0,1.0,32.0,13.142857142857142,2.8,0.4955233654266441,2.5522552441280038,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",85.0,0.7529411764705882,1.3467786546975793,oscillatory,single_peak,88
71.0,16.0,1.0,28.0,8.909090909090908,4.4,0.49684590898894215,2.561562620679289,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",86.0,0.7441860465116279,1.2585730616377422,oscillatory,single_peak,89
65.0,14.0,1.0,26.0,12.0,3.2,0.49599643222479356,2.488190229248445,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",84.0,0.7619047619047619,0.5486449697171704,oscillatory,single_peak,90
69.0,11.0,1.0,38.0,8.636363636363637,4.4,0.4947907881428581,2.5613322586048892,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",83.0,0.7951807228915663,1.0211880060260157,oscillatory,single_peak,91
70.0,15.0,1.0,34.0,11.875,3.2,0.4954501489123489,2.5998973109808423,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",65.0,0.9692307692307692,1.0007255315472328,oscillatory,single_peak,92
68.0,13.0,1.0,30.0,12.375,3.2,0.4965133388724909,2.5086101525449678,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",88.0,0.7159090909090909,1.2723959282441049,oscillatory,single_peak,93
67.0,14.0,1.0,35.0,9.0,4.4,0.49541891204061245,2.5622679718341694,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",61.0,1.0,0.94736613907022,oscillatory,single_peak,94
72.0,21.0,1.0,31.0,7.916666666666667,4.8,0.4959249077255916,2.5630194984581873,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",69.0,0.8985507246376812,1.148569154641934,oscillatory,single_peak,95
65.0,8.0,1.0,29.0,11.625,3.2,0.4949922691485826,2.548206979321012,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",82.0,0.7926829268292683,1.1171186537306201,oscillatory,single_peak,96
67.0,10.0,1.0,29.0,7.666666666666667,4.8,0.49526729118484863,2.523469597587214,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",85.0,0.788235294117647,1.3390438412461145,oscillatory,single_peak,97
65.0,14.0,1.0,28.0,8.909090909090908,4.4,0.49611036031700356,2.604528882057978,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",78.0,0.8205128205128205,0.9384777445619539,oscillatory,single_peak,98
68.0,15.0,1.0,33.0,9.2,4.0,0.49586321136854766,2.5018580750506176,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",85.0,0.7647058823529411,1.2399596767637242,oscillatory,single_peak,99
65.0,16.0,1.0,35.0,10.444444444444445,3.6,0.4959325968854309,2.499854241502743,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",86.0,0.7441860465116279,1.5933281549217997,oscillatory,single_peak,100
72.0,16.0,1.0,39.0,10.0,3.6,0.49525659199715105,2.489326470748439,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",82.0,0.7926829268292683,1.1010199353141539,oscillatory,single_peak,101
65.0,8.0,1.0,29.0,11.875,3.2,0.4956831050766564,2.516255077322965,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",82.0,0.7926829268292683,0.8455301665953121,oscillatory,single_peak,102
71.0,15.0,1.0,32.0,11.375,3.2,0.4942148524727577,2.5940558584939537,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",84.0,0.7738095238095238,1.5024574776752326,oscillatory,single_peak,103
71.0,15.0,1.0,32.0,7.75,4.8,0.49454822572898044,2.6193850513492967,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",69.0,0.927536231884058,1.0027510368348058,oscillatory,single_peak,104
71.0,12.0,1.0,28.0,8.909090909090908,4.4,0.49567422511017395,2.5911713512445798,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",86.0,0.7558139534883721,1.9944529845480032,oscillatory,single_peak,105
67.0,10.0,1.0,33.0,10.333333333333334,3.6,0.49531747554889505,2.5886330677011262,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",55.0,1.0,1.1638287479252927,oscillatory,single_peak,106
65.0,13.0,1.0,38.0,10.555555555555555,3.6,0.4957391257502097,2.5466331665015534,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",82.0,0.7804878048780488,1.9089369827315943,oscillatory,single_peak,107
69.0,8.0,1.0,32.0,9.2,4.0,0.494279759875789,2.5550710454244685,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",84.0,0.7619047619047619,1.2081390648431163,oscillatory,single_peak,108
68.0,13.0,1.0,33.0,9.2,4.0,0.49669462653526086,2.561789505025318,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",60.0,1.0,0.9737737386670722,oscillatory,single_peak,109
67.0,16.0,1.0,29.0,7.916666666666667,4.8,0.49651499570543306,2.5896823340872164,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",85.0,0.7529411764705882,0.5939138709164987,oscillatory,single_peak,110
69.0,15.0,1.0,37.0,7.3076923076923075,5.2,0.4947643606905092,2.54478048043588,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",59.0,1.0,1.26384698228005,oscillatory,single_peak,111
68.0,10.0,1.0,29.0,8.909090909090908,4.4,0.49509016064722466,2.5806222925394584,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",83.0,0.7831325301204819,1.0185774393731681,oscillatory,single_peak,112
65.0,20.0,1.0,26.0,12.125,3.2,0.49568423010709506,2.5023062508716336,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",58.0,1.0,1.2558434843334807,oscillatory,single_peak,113
69.0,12.0,1.0,32.0,8.363636363636363,4.4,0.4957199614054207,2.507285526814271,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",71.0,0.9295774647887324,1.797473782840796,oscillatory,single_peak,114
64.0,22.0,1.0,32.0,8.818181818181818,4.4,0.4952938835626266,2.561587967110283,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",65.0,0.9538461538461539,0.8321327858161943,oscillatory,single_peak,115
67.0,8.0,1.0,31.0,7.3076923076923075,5.2,0.4962155346736196,2.546472312550236,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",84.0,0.7619047619047619,1.460450627379761,oscillatory,single_peak,116
65.0,14.0,1.0,38.0,23.25,1.6,0.49599979382709214,2.523048936438185,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",74.0,0.8783783783783784,0.7221147444430226,oscillatory,single_peak,117
70.0,17.0,1.0,35.0,9.3,4.0,0.49473900741602733,2.58879725386403,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",87.0,0.7586206896551724,1.029617816095964,oscillatory,single_peak,118
68.0,13.0,1.0,31.0,8.090909090909092,4.4,0.49527981624344347,2.568279878146721,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",63.0,1.0,0.9733087757597783,oscillatory,single_peak,119
66.0,13.0,1.0,22.0,8.083333333333334,4.8,0.49526345766304825,2.5692551205667336,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",84.0,0.7619047619047619,1.166631277420338,oscillatory,single_peak,120
64.0,11.0,1.0,29.0,12.0,3.2,0.49647519328579115,2.444724976943558,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",82.0,0.7560975609756098,0.40901929830927786,oscillatory,single_peak,121
72.0,15.0,1.0,27.0,7.416666666666667,4.8,0.4959309609856578,2.5470389176571757,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",70.0,0.9285714285714286,1.0387979889885939,oscillatory,single_peak,122
